Time(s),Executable
.083952846,shield_elf
.028897492,baseline_elf
.085694977,shield_elf
.022320440,baseline_elf
.083563073,shield_elf
.021813427,baseline_elf
.084003159,shield_elf
.023069414,baseline_elf
.084439723,shield_elf
.023304046,baseline_elf
