Time(s),Executable
.089389955,shield_elf
.023388293,baseline_elf
.087606145,shield_elf
.022455862,baseline_elf
.087433211,shield_elf
.023661589,baseline_elf
.087860369,shield_elf
.025878112,baseline_elf
.088214486,shield_elf
.023939946,baseline_elf
