Time(s),Executable
.087416358,shield_elf
.024446487,baseline_elf
.086930224,shield_elf
.025038555,baseline_elf
.090320776,shield_elf
.024295268,baseline_elf
.088661515,shield_elf
.025403059,baseline_elf
.089434624,shield_elf
.024900853,baseline_elf
